draw_seq,date,year,month,day,prize_1,prize_2,prize_3,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consol_1,consol_2,consol_3,consol_4,consol_5,consol_6,consol_7,consol_8,consol_9,consol_10
2964,2008-06-11,2008,6,11,2008,6235,2581,2760,7104,2750,1535,7742,1064,2471,1430,4094,7792,2047,6742,1519,3030,7903,5540,5933,9140,3651,9394
2965,2008-06-14,2008,6,14,5815,6530,7461,3163,124,4382,4275,1601,2954,8052,1798,2879,4436,9940,1544,8472,2571,3837,9005,901,8341,6937,1311
2966,2008-06-15,2008,6,15,195,490,4747,3578,8005,9876,2150,9179,2976,8056,8511,8599,2330,2629,8205,6291,3413,5309,1825,6582,6031,3790,6285
2967,2008-06-18,2008,6,18,6145,9472,674,8821,1348,3653,6036,3735,6267,399,8666,6179,8360,9101,6604,4716,4983,4960,8223,9203,6678,9632,2577
2968,2008-06-21,2008,6,21,717,6953,2894,9919,5382,9063,325,9550,1789,2744,8714,3211,3114,3903,9741,4784,1048,1723,7753,9351,9059,7498,3125
2969,2008-06-22,2008,6,22,8238,1515,1710,852,646,3247,9220,163,6881,8736,2851,2035,444,215,1609,9655,7212,2973,5199,7491,4262,6167,8591
2970,2008-06-25,2008,6,25,3089,2794,5952,5787,4742,5678,9469,2822,435,8029,9105,1273,1845,5580,3289,5788,4075,3430,2595,3434,6958,7860,3769
2971,2008-06-28,2008,6,28,9457,9793,1815,3672,9048,5696,6445,5609,801,5422,8303,794,6394,1156,1359,1776,4493,907,3445,7005,1764,1441,8856
2972,2008-06-29,2008,6,29,1779,9870,3830,8745,3233,2511,9913,852,9081,9029,927,3255,2547,6902,4927,3475,863,5614,8779,1354,8595,322,4150
2973,2008-07-02,2008,7,2,2130,571,8082,4692,7548,755,9300,5384,8417,9340,4629,8989,8931,7712,3989,9024,141,6430,9071,2857,6514,6608,1423
2974,2008-07-05,2008,7,5,2664,1565,9621,1856,1933,1616,8260,612,6452,4039,1476,6141,6031,6854,3357,2787,152,4464,1758,5170,2370,8845,6570
2975,2008-07-06,2008,7,6,9558,5420,9198,9123,7146,8418,2395,3069,8559,8352,6185,6608,6234,8204,1746,2902,7262,2232,2048,9182,3419,7920,8369
2976,2008-07-09,2008,7,9,3107,8959,1485,1042,3381,8185,4286,9013,6910,2561,1148,7725,1248,6999,3605,9331,943,9668,2512,9864,321,1355,199
2977,2008-07-12,2008,7,12,6823,9068,2771,8677,3069,8860,36,447,9115,6207,4844,5993,2707,9322,7674,8553,3886,8129,3475,1531,7125,4241,7401
2978,2008-07-13,2008,7,13,8763,5185,4159,6007,754,4355,6251,4850,8436,5259,4882,359,7301,9577,5816,916,7519,5117,3377,1694,1416,8252,3209
2979,2008-07-16,2008,7,16,6235,3883,871,9690,4631,5561,5266,7418,244,6159,6893,4363,285,8454,4226,4959,2489,1772,2118,8357,1704,5377,8386
2980,2008-07-19,2008,7,19,3791,6461,5380,19,9347,6882,203,7991,26,8622,7498,2248,6599,4192,104,4629,7346,5605,8916,247,3041,6119,4714
2981,2008-07-20,2008,7,20,3716,9583,5974,6223,5628,5136,297,2379,1845,8357,8060,3682,1202,919,235,6598,7221,2154,6452,1626,5107,2308,9556
2982,2008-07-23,2008,7,23,605,3297,5769,7937,3705,3384,8275,8536,1675,7497,7513,6418,8228,9286,1392,7359,7170,8836,9853,5237,1172,3184,1626
2983,2008-07-26,2008,7,26,6510,656,1040,8485,2751,4502,8034,1819,3764,3751,3996,9176,9274,4701,1306,5915,4566,4858,8959,7284,4312,7136,2467
2984,2008-07-27,2008,7,27,8702,9728,3747,3756,1839,8427,3503,4182,2806,1140,6451,8544,2304,4610,9056,2712,1581,3179,4850,9043,7578,4529,541
2985,2008-07-30,2008,7,30,8421,4532,6079,1231,9371,7848,6443,2670,9579,7367,8792,494,8788,584,2536,4143,2741,9456,4517,7243,6854,4781,5318
2986,2008-08-02,2008,8,2,8041,3945,4425,2239,988,7614,5119,133,9334,4260,9685,7915,6633,3598,9237,3661,9,7909,7090,5993,2263,9263,8688
2987,2008-08-03,2008,8,3,8588,8561,8581,5256,5577,2629,3795,4990,712,7961,6613,6568,9535,8647,1914,2560,5904,7461,7228,3117,109,7961,7408
2988,2008-08-06,2008,8,6,3629,3050,8660,7751,705,7119,9018,9256,4199,6616,4884,2869,6850,2623,5500,1061,4098,4132,7973,9285,9843,3871,9566
2989,2008-08-09,2008,8,9,9026,6721,4579,2757,6965,5464,4910,3344,1779,902,9626,6391,1992,8806,371,5584,643,4299,8886,9026,6300,8061,7704
2990,2008-08-10,2008,8,10,4990,7902,2050,8372,7278,919,3440,6730,982,7566,5580,2336,2760,7291,8090,7820,8584,8817,5400,2037,3984,2303,4945
2991,2008-08-13,2008,8,13,686,8547,6307,1031,5769,5398,810,870,4315,3977,1403,8875,1643,8684,6661,5792,7868,688,3078,7315,4916,7491,3282
2992,2008-08-16,2008,8,16,895,2378,115,4199,2293,8042,9626,336,9565,7731,4300,2922,2463,8930,2532,24,3674,6945,6580,8425,6281,4466,1145
2993,2008-08-17,2008,8,17,1602,1841,8093,2798,5547,4507,2552,1257,5699,8459,393,5941,8962,6400,9828,7388,1827,1414,9129,515,6858,510,2208
2994,2008-08-20,2008,8,20,1998,8008,7241,9432,5927,307,6545,9688,6750,7588,7068,9100,2325,3071,2345,214,7094,5706,2020,9463,2507,3436,6662
2995,2008-08-23,2008,8,23,5614,1689,4858,7669,323,2728,7603,1031,4797,3059,7299,4135,5965,1379,7197,2238,6816,5748,4836,3655,5970,6046,2122
2996,2008-08-24,2008,8,24,8642,4301,8409,7868,5622,1178,6459,5023,6576,4366,9322,124,3721,3733,8481,3295,9388,244,5266,7955,3686,531,8576
2997,2008-08-27,2008,8,27,7448,2644,9993,8441,3557,7580,1480,1308,7545,370,5582,1973,3345,6378,445,7059,654,8726,9089,9178,3754,9047,8581
2998,2008-08-30,2008,8,30,9878,170,5787,3610,1737,6092,2840,4298,8230,7839,7903,8054,9077,9997,6455,6847,2285,7467,9904,1340,9939,4646,6150
2999,2008-08-31,2008,8,31,9966,2854,745,327,9716,9094,7573,5808,8047,5629,1678,8691,1352,6768,1412,7777,8430,8288,1390,4371,8482,847,3125
3000,2008-09-03,2008,9,3,2468,4496,6028,2158,8220,9322,4089,5638,2791,6969,9537,7818,7564,4635,1354,2335,1247,5276,3232,5541,3600,9297,5228
3001,2008-09-06,2008,9,6,1709,7248,391,9503,4211,4588,50,8315,5439,573,5019,7230,4670,7696,2495,1501,1334,6510,5801,4481,3515,5738,1239
3002,2008-09-07,2008,9,7,1990,664,9847,2050,5319,4018,3568,5714,5079,4630,2359,8848,6899,9597,5340,5356,9685,3442,176,6649,9408,5062,1625
3003,2008-09-10,2008,9,10,8733,5642,4276,632,6814,8474,6847,2993,131,9856,9258,4851,3276,338,6841,2775,151,190,2838,8589,4816,6117,6540
3004,2008-09-13,2008,9,13,852,1133,9302,8511,747,2580,9708,7327,4555,2029,6358,4766,8073,5560,9330,5500,9220,3142,3414,4521,2190,8700,7891
3005,2008-09-14,2008,9,14,1063,1681,9659,6098,7671,3003,6105,8522,4954,2624,30,563,5465,8085,4441,3371,6256,6645,2623,9555,4673,6774,9519
3006,2008-09-17,2008,9,17,7243,1985,7360,4827,8621,9115,6211,5422,8152,9239,4561,5178,6216,3426,5155,4214,5010,1706,9378,300,3880,312,5902
3007,2008-09-20,2008,9,20,6774,5390,1850,711,8198,8455,9155,6194,9845,5241,7692,9882,370,6318,7685,3708,296,2082,4263,1511,7030,7869,6356
3008,2008-09-21,2008,9,21,9970,4652,1966,379,4468,8719,910,2185,99,6595,7972,3918,2937,8950,2808,6318,5824,575,2155,1946,1620,4535,3988
3009,2008-09-24,2008,9,24,235,7822,4122,8858,9103,927,5043,2813,1342,3861,4727,977,654,3050,4676,1801,5113,1723,4148,3482,3240,5012,2497
3010,2008-09-27,2008,9,27,3593,5161,8189,8611,8450,110,7649,4398,3975,9271,8791,112,8860,7220,447,9090,5663,5690,6492,528,4910,7084,2894
3011,2008-09-28,2008,9,28,7865,2344,7068,990,385,6041,9701,8156,6305,6186,2134,4532,662,9002,4213,4231,1996,4419,1319,3958,3589,1441,1888
3012,2008-10-01,2008,10,1,8981,8668,6784,9064,7572,9648,723,4577,2129,7892,8981,660,1740,8128,4553,2021,3567,1613,3612,9154,1928,6227,5420
3013,2008-10-04,2008,10,4,9759,2035,3847,5836,8532,2762,9790,7253,7077,8516,1891,6152,6995,9877,5100,1383,6594,7306,8755,6976,538,8221,502
3014,2008-10-05,2008,10,5,3073,8193,9380,9887,1658,5040,2056,4463,1449,7341,6678,1884,9897,3502,6344,6467,3821,9227,4079,6931,4117,5360,6013
3015,2008-10-08,2008,10,8,718,3860,6398,8685,3380,4236,5701,2248,3841,2869,2255,3385,5667,3202,2452,9091,3143,8129,5767,6910,5885,3937,7970
3016,2008-10-11,2008,10,11,7447,7494,982,2143,1301,1854,2402,5828,2647,3555,1186,9231,2953,3067,6614,7935,8605,6916,7108,5716,866,5703,7760
3017,2008-10-12,2008,10,12,2466,7969,5246,2405,6918,4104,2610,6253,3838,2661,9390,5924,7400,6767,6041,1960,4442,7687,1197,2237,8226,6013,2258
3018,2008-10-15,2008,10,15,1386,4423,9578,9558,8085,6005,1492,2797,1584,9669,9112,9506,2152,5146,8227,6930,9026,2874,2256,5106,1028,5452,7578
3019,2008-10-18,2008,10,18,4388,2745,7274,2341,992,3479,6498,2224,6953,2333,3365,7640,3823,8583,8687,183,5619,4040,961,8684,3031,3896,1962
3020,2008-10-19,2008,10,19,3056,8721,8862,2921,6791,7499,5509,2383,8251,2515,9160,1664,1660,5821,6321,4387,5560,5747,6149,6669,4136,9428,8886
3021,2008-10-22,2008,10,22,7709,7749,2503,6395,4879,8497,7079,8586,8914,876,6415,9409,4462,3784,6992,3022,1760,7968,5887,8527,4085,3872,724
3022,2008-10-25,2008,10,25,3247,8463,1839,8414,8181,8776,8600,4638,5483,2719,4727,5449,4304,4959,3141,4465,4834,4348,9498,965,463,8398,6214
3023,2008-10-26,2008,10,26,361,2941,1301,7028,4992,3142,9732,4481,7382,8156,9577,7020,5028,7818,3080,8265,5730,2036,4827,5960,350,7608,7650
3024,2008-10-29,2008,10,29,8804,1329,7727,6078,3066,3506,5148,7302,7052,5897,8507,7084,5259,6623,7845,5581,75,6606,9332,9484,3240,7878,1724
3025,2008-11-01,2008,11,1,9080,6786,4360,4789,6194,5065,9932,949,3219,2803,9909,2812,4121,1650,4695,2609,9534,2241,3300,6274,9080,7986,3782
3026,2008-11-02,2008,11,2,3713,3289,5719,6976,7261,8294,9179,6003,8600,844,4958,9698,4658,6278,3075,9301,857,779,1625,5901,6254,49,3426
3027,2008-11-04,2008,11,4,4889,1594,7675,7743,4977,6081,9448,4592,2640,8687,4565,9896,6718,1268,5837,4772,7084,5234,4121,787,2318,5812,5648
3028,2008-11-05,2008,11,5,6601,7838,8870,3107,3698,2884,8699,5657,4615,6067,9388,2330,5505,9443,6876,1930,8547,8531,6783,1638,8877,9750,2448
3029,2008-11-08,2008,11,8,8100,5642,6553,8594,1805,5173,5942,6549,6331,1442,518,1295,9605,5663,340,1874,8170,2251,9545,4337,3607,7383,5136
3030,2008-11-09,2008,11,9,5943,7135,3468,280,1422,3011,2147,8642,9617,4095,7350,7289,381,3468,7849,230,7561,616,3550,5222,2035,3387,8066
3031,2008-11-12,2008,11,12,1705,7774,5052,807,6784,5629,9420,9693,9981,5378,8882,6575,6000,7887,8821,9739,6872,3314,99,5179,7592,7546,8735
3032,2008-11-15,2008,11,15,5261,5596,3914,6927,7266,2682,842,4363,3539,5702,6503,9169,1640,5862,3767,1618,8461,8702,8381,566,4400,4337,2537
3033,2008-11-16,2008,11,16,4818,3882,4760,4658,7667,6952,3350,340,5724,4387,674,8740,7046,8475,4957,8207,3838,1313,9523,6967,6529,3254,9835
3034,2008-11-19,2008,11,19,2533,3597,4242,7777,728,1551,201,2985,938,1250,9563,9679,7961,3793,3030,4416,7480,6885,6425,1518,1392,1200,2354
3035,2008-11-22,2008,11,22,2602,8474,2672,3536,9866,5004,2165,1389,8196,1545,4975,5515,1125,6968,6978,6406,984,8310,4358,3981,3529,2330,3622
3036,2008-11-23,2008,11,23,2739,657,164,6396,1257,1262,2699,297,6328,4026,5067,9052,3016,4357,5171,8670,7465,7876,6315,4339,9681,369,7876
3037,2008-11-26,2008,11,26,1302,4990,1282,2353,2371,4910,4070,6360,3978,3022,1460,6486,9855,5498,8611,1581,7349,6099,7250,85,6270,7618,2165
3038,2008-11-29,2008,11,29,6372,3556,7722,3753,5224,4385,7400,2499,3911,9333,512,7738,406,8215,5047,9572,680,448,8606,4835,875,2666,1057
3039,2008-11-30,2008,11,30,6984,5728,5930,7045,2409,1095,8833,6749,8104,8727,7670,2953,2792,2593,2983,731,6842,7254,4027,2526,3347,3984,276
3040,2008-12-03,2008,12,3,5132,6575,1858,113,4369,8339,4861,8042,9046,3743,8230,3506,411,600,4354,48,1908,4705,863,3445,8430,5684,8115
3041,2008-12-06,2008,12,6,1037,1884,2978,5563,3596,5705,4126,2256,6030,9393,879,410,3914,980,5204,6504,1218,8308,8495,5916,7946,7338,1353
3042,2008-12-07,2008,12,7,5677,8386,1528,7751,5843,8218,1459,5432,6569,9191,9331,4143,9905,6671,4141,8454,125,2017,7986,1316,4858,5531,324
3043,2008-12-10,2008,12,10,6053,4955,2424,7443,6742,247,9725,4745,7918,151,9241,5302,7859,4528,3074,7204,9601,3818,1141,7223,6907,2763,2987
3044,2008-12-13,2008,12,13,1164,781,4785,9145,7188,7783,4976,1996,9824,1536,6572,6805,8815,3439,7634,8460,496,5020,1915,6647,707,7324,984
3045,2008-12-14,2008,12,14,9165,6780,6706,4693,6909,9053,1336,9835,5551,4393,1379,612,513,3124,1695,7051,6478,7946,7752,791,8450,6463,9970
3046,2008-12-17,2008,12,17,3017,4884,487,9509,9707,8520,3686,4610,6025,8432,3563,7273,8876,9167,3329,7917,2701,8757,329,1363,2159,1192,5837
3047,2008-12-20,2008,12,20,9653,2859,1914,286,1258,3146,3887,8565,4277,4896,3222,4663,8975,6465,1813,3188,2268,7254,2087,4584,5866,8086,829
3048,2008-12-21,2008,12,21,3149,1716,9077,7318,7851,2637,358,3753,4080,126,77,7764,2259,6590,4311,3920,1887,5540,682,2136,6540,2269,2917
3049,2008-12-24,2008,12,24,5039,7780,5698,5011,5167,1142,9837,5912,6534,9356,5162,1500,5391,312,5594,160,186,8497,9083,8407,4827,6140,313
3050,2008-12-27,2008,12,27,8786,6994,9388,6160,7688,1685,4277,1396,4130,9761,7103,4479,3029,4231,534,640,9350,6265,4221,3635,7154,7097,8256
3051,2008-12-28,2008,12,28,7828,5081,5394,7452,3616,2627,9905,9173,4247,2521,8402,8135,8009,8171,4073,7812,9609,3621,5978,9221,5410,7837,7352
3052,2008-12-30,2008,12,30,4948,1703,711,2769,4848,43,7045,2782,1515,4715,4055,7364,2262,2038,8393,2491,241,1282,8703,3325,5848,5009,2487
3053,2008-12-31,2008,12,31,730,8230,9614,7544,3351,2801,7864,3917,7786,6281,2383,4184,8792,5609,7494,6314,6906,4427,7739,3845,3315,6624,3813
3054,2009-01-03,2009,1,3,7867,5782,4505,8574,3810,4980,1143,9162,2257,7583,2099,5473,2903,1031,4819,9775,5943,13,2598,7934,4552,6974,5617
3055,2009-01-04,2009,1,4,419,2655,4766,5887,679,4470,8878,2398,8530,8871,5462,3284,664,3487,7368,30,8692,8978,2675,7332,8947,1852,7577
3056,2009-01-07,2009,1,7,7087,5955,9312,3836,202,5320,8038,3856,3105,573,6384,103,471,2228,1942,549,1927,8837,2775,2069,269,4671,3512
3057,2009-01-10,2009,1,10,2944,9331,3894,6200,1527,3966,7551,3247,1538,6336,1849,7728,4607,2863,2113,7769,293,7244,410,9978,862,1701,4703
3058,2009-01-11,2009,1,11,972,2411,841,8055,1084,3230,7094,4706,9963,8955,1786,1626,4925,2186,2197,8605,1424,1301,2339,9480,9987,7663,9813
3059,2009-01-14,2009,1,14,5782,6966,125,9823,3934,6607,4685,4873,7592,2093,4287,9298,1134,1054,2448,9595,5003,3961,7129,4668,62,8737,4510
3060,2009-01-17,2009,1,17,7571,6068,8617,1479,7294,6913,321,9077,8195,9376,6505,8024,5907,6040,9582,9577,7446,7137,1185,2614,983,8482,3701
3061,2009-01-18,2009,1,18,2597,4078,9214,5693,6836,5592,9087,7807,1115,5665,6539,6130,1124,8015,1287,8944,6931,3807,7193,9264,2703,3511,5049
3062,2009-01-21,2009,1,21,5403,364,3431,32,4542,1839,4286,1480,839,6432,8061,9087,1597,5751,4210,6819,8163,1316,3479,2688,4186,189,8250
3063,2009-01-24,2009,1,24,8226,8574,9995,8483,3369,5717,3305,4194,7083,5889,3562,9319,9048,7071,7330,8019,391,8261,358,723,815,2919,3513
3064,2009-01-25,2009,1,25,5304,3782,4843,4188,4208,2217,1186,8653,1353,3896,5529,3671,2284,7392,673,6803,342,2909,3192,701,925,1618,8623
3065,2009-01-27,2009,1,27,9149,7510,7604,4306,9452,795,7949,5354,21,6864,9816,3956,5096,3011,7794,1621,6041,1642,5263,2025,8744,1744,7040
3066,2009-01-28,2009,1,28,1667,3263,5076,322,5706,6810,9030,3629,5993,1975,1891,4291,3796,2396,5953,9908,2202,1667,8525,1690,4934,9289,1716
3067,2009-01-31,2009,1,31,5035,9747,7358,3083,5794,4875,1743,110,6370,8094,3911,8843,3750,9038,9635,3876,7370,8932,4944,4112,5928,7503,754
3068,2009-02-01,2009,2,1,7698,3524,5264,7180,3029,8792,7891,7440,7571,7397,9670,7237,1565,5209,1884,5415,8176,1393,1682,9531,3012,9019,6187
3069,2009-02-04,2009,2,4,6542,8113,6467,2149,4253,892,3646,3439,75,2310,2400,7023,6782,2023,7091,2868,4068,6725,1043,171,9509,8227,428
3070,2009-02-07,2009,2,7,5999,3611,1345,2463,9361,9497,1104,2538,7987,2836,8448,6498,6073,2142,1949,1268,6392,4547,6921,1030,8494,5875,7304
3071,2009-02-08,2009,2,8,1089,6091,2382,5019,3329,1232,8941,7856,6490,256,2571,3558,6041,3467,5127,3645,5447,9149,1290,365,3351,1395,3933
3072,2009-02-10,2009,2,10,1661,5240,3415,8011,4729,4225,7150,2504,6301,768,6709,2352,1402,5280,1365,2912,1466,7947,4911,9155,5636,2292,8497
3073,2009-02-11,2009,2,11,1295,5166,6233,1253,7813,761,9796,3067,7460,4910,209,2386,4285,7726,2427,9879,3032,4135,8031,1122,9647,8995,7322
3074,2009-02-14,2009,2,14,3931,4526,2054,6398,2034,3456,7000,1632,8775,1545,8833,5539,1050,5217,2105,2347,5142,7010,4290,3820,7540,5772,7848
3075,2009-02-15,2009,2,15,9536,2990,2834,4783,1926,2122,2872,1194,5594,6244,1261,9964,8948,876,445,8308,9519,8271,712,3568,1962,1340,3859
3076,2009-02-18,2009,2,18,4781,1893,7343,3818,7644,7608,5588,6246,9048,1647,9787,2389,7390,5785,5204,1943,2641,5477,5784,8638,43,9912,2421
3077,2009-02-21,2009,2,21,6757,212,5398,5140,5414,5171,7949,7906,4880,4603,7000,8153,7185,1760,8172,7373,1215,7616,2039,3478,9275,8870,9322
3078,2009-02-22,2009,2,22,91,3131,810,3445,1334,7287,8922,152,3300,581,6384,8922,3857,2316,2485,2957,6942,7335,6747,4703,6817,8630,7367
3079,2009-02-25,2009,2,25,6176,7483,8195,4126,9012,6553,9636,5965,1364,5534,9153,8475,6597,7642,6801,6823,2715,7634,2380,5365,4262,3031,5667
3080,2009-02-28,2009,2,28,3075,5850,6352,8010,4687,3442,6088,1854,5307,294,9491,6093,329,9936,7291,5794,3238,8605,8326,6162,162,7518,6903
3081,2009-03-01,2009,3,1,8125,7100,3234,2445,8932,675,9018,6404,4885,8192,7648,4912,5137,2267,1921,1585,3650,1354,1778,9211,2674,839,870
3082,2009-03-04,2009,3,4,5989,1664,3459,2838,8824,3772,8667,1867,3981,4383,2560,2671,5795,5347,9984,7833,5007,748,5145,723,8684,9498,7893
3083,2009-03-07,2009,3,7,532,4254,4572,6302,1466,1568,4638,233,1192,6845,1963,3511,3487,1121,8256,2607,7117,4198,1433,6081,8484,8461,1318
3084,2009-03-08,2009,3,8,9690,2649,1164,1426,4205,8757,2260,526,3953,6532,612,3009,1216,1731,3342,2450,2148,180,6422,9670,510,1323,302
3085,2009-03-10,2009,3,10,8676,7617,3005,3493,4446,8060,8338,4689,6139,7547,9783,9913,2737,7909,9375,554,8107,7381,5341,5191,9678,8653,7810
3086,2009-03-11,2009,3,11,7042,7219,1194,4969,8487,5198,731,3404,7927,710,3349,5342,6531,9329,3182,4014,1863,5587,6789,1555,8163,1233,5200
3087,2009-03-14,2009,3,14,1033,9814,1248,5474,7547,1817,8696,8473,2928,1734,305,44,5539,5264,5295,4182,1868,6243,5714,6946,3230,3368,8020
3088,2009-03-15,2009,3,15,1469,4663,8532,3464,3928,3689,9167,5722,1095,3928,1517,2375,1438,2246,5773,4054,1400,5568,2636,4445,6340,4486,9761
3089,2009-03-18,2009,3,18,8337,5647,517,4989,6173,6676,4446,3859,8003,8149,9286,6124,6212,5912,4067,7622,5725,6182,9701,2505,5196,7524,3505
3090,2009-03-21,2009,3,21,8591,8518,2768,1579,8313,2212,7540,5599,5253,8331,5767,3625,3667,3896,6906,515,6517,1654,3266,2476,6220,9591,7749
3091,2009-03-22,2009,3,22,5960,908,7602,970,8088,2401,3723,317,1557,2433,3116,4693,7648,4966,2841,7398,8984,2452,6068,2470,825,4933,2384
3092,2009-03-25,2009,3,25,7596,7919,7966,8685,5978,3524,256,839,4720,8565,3243,790,603,1888,3458,9013,7386,9081,1348,4935,5498,5807,9738
3093,2009-03-28,2009,3,28,8422,2476,7697,6592,7000,7882,3574,9515,3684,6198,4553,4069,6462,223,355,2909,7928,6820,867,6012,2726,8781,4498
3094,2009-03-29,2009,3,29,1609,5730,9427,9107,9846,2428,5328,8947,5684,2743,5657,6995,914,7672,6096,6263,4093,8610,2218,3779,9093,1946,2852
3095,2009-04-01,2009,4,1,7950,6460,5261,978,6523,6302,1120,2538,6238,1412,6487,7043,5813,7790,8383,1031,5573,9330,6777,289,7708,1362,40
3096,2009-04-04,2009,4,4,6206,1705,8174,6957,1038,6920,9490,8811,5471,5923,6786,8664,8005,5127,5357,9859,6189,4140,6327,7127,3857,3088,2181
3097,2009-04-05,2009,4,5,7241,823,9753,5252,6980,5569,8103,7694,5708,4375,5362,9905,598,704,438,9568,1796,9793,1719,7879,5645,4140,709
3098,2009-04-07,2009,4,7,145,7872,5389,380,2296,9234,4946,658,3577,5090,4350,9352,5239,9965,1723,6521,9251,3697,8320,9276,74,8998,9892
3099,2009-04-08,2009,4,8,5459,5421,8627,2557,9097,8043,847,6545,7269,3505,2640,521,3276,6206,3670,1774,5674,4215,377,738,8888,8364,2791
3100,2009-04-11,2009,4,11,7311,5272,7091,6871,5921,3194,5774,9070,2504,1006,7408,2968,3673,6638,8092,1119,3177,611,529,1200,6478,2866,33
3101,2009-04-12,2009,4,12,5867,6350,6781,2069,1191,646,7429,8706,9147,5559,4481,9699,3056,5934,8731,3487,2781,1978,8670,9467,3378,9309,306
3102,2009-04-15,2009,4,15,7624,7667,9408,6724,4827,1750,6275,4467,9657,6963,8617,836,2330,3575,451,3282,2111,7366,2070,4737,9719,5212,9126
3103,2009-04-18,2009,4,18,3752,1884,4593,43,6486,2535,3502,8152,9687,4476,5302,1831,8114,613,4316,198,9080,7068,2851,9626,6381,514,9616
3104,2009-04-19,2009,4,19,2095,9206,1710,4839,6250,7052,9015,9048,6353,5887,1874,1337,77,905,7548,1729,4948,7045,1239,228,9246,2890,3286
3105,2009-04-22,2009,4,22,268,5991,8595,9498,5433,4711,3843,7299,6225,2786,9302,4513,5311,6739,6759,5616,4012,9354,7411,3931,5554,998,5448
3106,2009-04-25,2009,4,25,7912,4964,8361,8278,8890,7321,1466,3425,7342,9889,4544,1567,8797,6462,3568,9962,6182,7605,2431,4908,7095,2049,4305
3107,2009-04-26,2009,4,26,9969,3315,6820,2823,6253,8287,9512,7126,1951,6104,389,3197,4508,4595,4572,3487,6901,3259,8376,6330,8686,3947,7884
3108,2009-04-28,2009,4,28,6118,6237,5923,301,7102,2812,1544,8881,5847,699,8071,1267,9684,548,8189,8003,4062,657,6032,9035,7217,1073,8551
3109,2009-04-29,2009,4,29,2371,7528,2130,1476,7071,1227,8101,1256,4484,7417,8373,6322,5571,4336,5976,8632,1046,8324,597,2070,80,9716,283
3110,2009-05-02,2009,5,2,7405,4626,3301,3840,5252,2858,5667,1495,4535,3302,5570,4977,8691,9710,2858,9614,600,5096,142,480,1348,3773,8641
3111,2009-05-03,2009,5,3,4979,9841,6820,9622,1175,1127,6656,4105,2348,362,660,3413,9771,162,2306,6903,8669,2877,5664,7097,1207,9043,5696
3112,2009-05-05,2009,5,5,8030,5922,8359,2599,5260,6060,14,1594,88,3569,8656,4531,4747,4236,7028,2273,874,5715,7773,2273,4893,5801,1478
3113,2009-05-06,2009,5,6,9002,8933,5032,5409,1338,6387,7982,1862,7538,918,5513,1122,6535,9930,6047,4905,5385,6259,6057,6045,4715,6355,358
3114,2009-05-09,2009,5,9,9933,7043,4370,5573,4938,9898,3945,9602,7954,1331,7489,7614,8735,9536,3231,3069,3841,6355,6189,7841,4096,2343,9741
3115,2009-05-10,2009,5,10,6598,7843,2425,2061,9508,118,362,7032,4005,2019,406,2927,4154,4932,9634,3024,4609,3904,5039,8895,75,2219,1968
3116,2009-05-13,2009,5,13,5943,7206,6663,2756,8661,1179,9737,5452,9187,5706,2876,9116,6124,2664,3210,8559,7438,4261,1190,5764,4670,8940,7062
3117,2009-05-16,2009,5,16,6962,6794,5436,7411,6464,929,1630,2430,6047,8974,2170,9425,6611,2197,8299,4096,3585,4424,4902,6755,1994,7175,6478
3118,2009-05-17,2009,5,17,5394,5812,1308,9974,1717,6467,437,1319,9148,7237,6591,616,8853,2794,7627,1191,5542,3716,6590,8675,538,8659,9988
3119,2009-05-20,2009,5,20,103,5942,2083,1675,7247,9378,8718,2148,3744,2033,1328,3010,3539,9423,619,4557,8404,9238,7687,2026,4479,6440,4652
3120,2009-05-23,2009,5,23,9339,7286,8633,5540,7871,2629,745,5099,8611,8063,8246,701,7522,7820,1849,1303,1556,873,700,555,5919,159,4412
3121,2009-05-24,2009,5,24,9322,2907,1014,6444,9410,9303,5793,6630,9931,3909,5652,1084,1175,7424,1850,8155,3850,1608,8865,3830,7224,3101,9800
3122,2009-05-26,2009,5,26,3104,6325,1508,8402,7221,7016,9014,837,9933,4062,5614,1964,2942,2981,8038,9764,3526,9281,6367,1200,4446,5904,111
3123,2009-05-27,2009,5,27,2735,2671,1493,4823,555,988,4267,2658,1154,2615,4123,3003,2165,7997,8698,6444,3498,2834,2842,7742,1433,8824,9784
3124,2009-05-30,2009,5,30,6617,2304,4566,8299,6860,2496,8654,9330,9638,5521,8495,9043,4420,1261,6737,7008,4130,8487,5606,7909,1441,1478,6429
3125,2009-05-31,2009,5,31,6251,1894,4347,1271,2069,2272,2837,2321,8753,3441,8987,3732,7456,3942,3869,2554,5897,1319,8265,7781,5013,3617,1134
3126,2009-06-03,2009,6,3,4284,3664,365,3630,3416,9107,2954,5537,1516,8743,7127,3494,783,1260,8727,387,9439,3259,977,1657,9904,7487,4960
3127,2009-06-06,2009,6,6,941,9351,7340,5382,1338,4653,1743,2760,5315,2391,5578,6078,3492,4073,2911,8506,3920,9992,2398,3399,999,8044,4649
3128,2009-06-07,2009,6,7,2402,9902,1665,8735,5093,3673,4437,8425,5167,7470,7172,5812,4574,2659,9702,7659,4361,9183,8146,9223,7601,4891,5219
